Link Profile Pengguna;Username;Bintang ke-1;Bintang ke-2;bintang ke-3;Bintang ke-4;Bintang ke-4;Rating;Sejak Ulasan;Comment;Total Like Comment
https://lh3.googleusercontent.com/a-/ALV-UjVHCdQpIiJ9174mA9NIy32ZakYLhAiI1XWB8DoOhgjA6ic=w45-h45-p-rp-mo-ba4-br100;GG HH;1;1;1;1;1;5;11 bulan lalu;PVJ menjadi salah satu mall Fav di bandung sejak dulu ..;0
https://lh3.googleusercontent.com/a-/ALV-UjV5Ucz-7NXDdcWmkF_y4owWMWVMBWZhsgbVBQyW12S7mig=w45-h45-p-rp-mo-ba4-br100;Cindona Najma;1;1;1;1;1;5;11 bulan lalu;Tempat belanja dan nongkrong paling nyaman,hampir tiap lantai ada musholla.;6
https://lh3.googleusercontent.com/a-/ALV-UjX0RZQk0q-08mCKAVtO2tEE7VqON2QEIcHbc-mbfE-zSf7g=w45-h45-p-rp-mo-ba5-br100;Rudy Gunawan;1;1;1;1;1;5;11 bulan lalu;Salah satu mall terbesar di Bandung. Menyediakan mal dengan tema indoor dan outdoor. Fashionable banget dan cocok untuk dijadikan sebagai salah satu tempat yang wajib dikunjungi saat berada di kota Bandung;0
https://lh3.googleusercontent.com/a-/ALV-UjU9zSi1BeuezOxcBQPNhg7ZXZiBsxCymC3E9aBxJfRtnkA=w45-h45-p-rp-mo-br100;Dedi Trisniadi;1;1;1;1;1;5;11 bulan lalu;Lengkap dan Luas cocok buat pergi bareng keluarga dan belanja mewah 😆 …;0
https://lh3.googleusercontent.com/a-/ALV-UjWhjAAgA8ATPVXcjN-PF0nLaMbuVdaugagZDw4gDXvyOHo=w45-h45-p-rp-mo-ba4-br100;Alief PP;1;1;1;1;1;5;11 bulan lalu;Tempat yang keren, isi nya standard sama seperti mall pada umumnya.;0
https://lh3.googleusercontent.com/a-/ALV-UjVarbnclxPe3fHq69osDSpdMFsG8vPNbSAfpKfi6L5Jmn8=w45-h45-p-rp-mo-ba5-br100;Adi Wbw;1;1;1;1;1;5;11 bulan lalu;Mallnya bagus, banyak resto, ada playground anak, ada lego store;0
https://lh3.googleusercontent.com/a-/ALV-UjUljWfC0kAmYhzoqcODJ4df1j5UA5KOuHMcDiVItM_C5W0=w45-h45-p-rp-mo-br100;Nur Ani Badriyah;1;1;1;1;0;4;11 bulan lalu;Desain mall nya berbeda dengan mall lain jadi unik, saat berada didalam mall rasanya seperti di tempat outdoor. Cukup banyak pilihan outlet-outletnya;0
https://lh3.googleusercontent.com/a/ACg8ocJFXFIppSEElnXAKQzBA0_oVy3DGYcomSU8v5Aji3GD1UQ=w45-h45-p-rp-mo-ba4-br100;Temmy;1;1;1;1;0;4;11 bulan lalu;Cukup bagus dan menarik sayang kurang di sediakan tempat untuk duduk2 bilah lelah berjalan.;0
https://lh3.googleusercontent.com/a-/ALV-UjXDLOTKMsKtkelrByqi8hJY2-JC0MX8p1BdxPjqCsg5hyk=w45-h45-p-rp-mo-br100;Habib Dongoran;1;1;1;0;0;3;11 bulan lalu;Salah satu toilet tolong donk pemisah ce-co ditutup rapat, jgn ada celah. Sepertinya cewek yg lagi gunakan wastafel bisa lihat cowok yg gunakan urinoar & sebaliknya. Seperinya jauh dari adat ketimuran kita ya. tksh;0
https://lh3.googleusercontent.com/a-/ALV-UjW015EhrGeST5vJEmdpKbXxnMuO3CnUO2vvGMR-lKx4j74=w45-h45-p-rp-mo-ba4-br100;Subhan Putra;1;1;1;1;1;5;2 bulan lalu;PVJ adl salah satu pusat perbelanjaan terkenal di kota Bandung yg menawarkan berbagai jenis kebutuhan mulai dari fashion, produk kecantikan dan kesehatan, kuliner, hingga hiburan. Bagi kalian yg suka kuliner. Untuk makanan Ada Sushi tei, …;3
https://lh3.googleusercontent.com/a-/ALV-UjWYoVozGf16V1e0spV_XWaKvuYOQPw5xoRHuQMJIrgzy0Y=w45-h45-p-rp-mo-ba6-br100;Wahyu Agus Yunianto;1;1;1;1;1;5;2 bulan lalu;Shopping mall terbaik dan legend di kota Bandung. Konsep semi outdoor sangat unik dan menarik, mirip galleries lafayette di paris atau Gotemba premium outlet di Jepang, tenant yang hadir sangat beragam, mulai dari highend sampai gerai UMKM banyak pilihan ditempat ini. Kuliner nya banyak pilihan. Selalu suka kalo berada di tempat ini.;9
https://lh3.googleusercontent.com/a-/ALV-UjXxxBJ8lifTe6sjqv25p8pXjNrsa6Mw623ruUwtvApBtrw=w45-h45-p-rp-mo-ba3-br100;Salsa Yunika R;1;1;1;1;1;5;2 bulan lalu;mall terfavorit di Bandung! aku suka konsepnya, parkiran banyak, toiletnya bagus, banyak banget store yang bisa dikunjungi...;8
https://lh3.googleusercontent.com/a-/ALV-UjWgLv00dueJzKHi4RIKIBerZc_MkKLm-8Yh7_cOmFljOnsY=w45-h45-p-rp-mo-ba5-br100;Rifqi Irvansyah;1;1;1;1;1;5;2 bulan lalu;Mall paling the best deh. Konsep outdoornya asik banget, bikin betah. Ditambah suasana kota bandung yang adem, love it.;14
https://lh3.googleusercontent.com/a-/ALV-UjUyf4wgqpwC5oNLGZ1b0gNE9-_8RygUIZhZhpjhQEMn86zZ=w45-h45-p-rp-mo-ba4-br100;Kayla&Naira Storie's;1;1;1;1;1;5;2 bulan lalu;Hallo Sahabat.. kali ini aku ke PVJ karna mau main di kidzoona.. (next review kidzoona);0
https://lh3.googleusercontent.com/a-/ALV-UjWUH_nsZFtNzCo67DkIErqkMmv7oSa4m_hE4vRGvXkuDus=w45-h45-p-rp-mo-ba5-br100;Fajar Siddiq;1;1;1;1;1;5;2 bulan lalu;Udah berkali kali kesini tapi msh sering nyasar wkwkkw;7
https://lh3.googleusercontent.com/a-/ALV-UjW6VB8zN1YdVipODYYJgaOmSDXKtQPYT5M_5QZBQdHmYRQ=w45-h45-p-rp-mo-ba3-br100;cucu cahyadi;1;1;1;1;1;5;2 bulan lalu;Tempat yang sangat komplit untuk belanja,makan dan tempat bermain anak-anak;0
https://lh3.googleusercontent.com/a-/ALV-UjVvSrz-SSlJECRRvI2PIVIssCljI0q9y_2nfkon0JzA9cA=w45-h45-p-rp-mo-ba3-br100;Naufal Angkasah;1;1;1;1;1;5;2 bulan lalu;Luas bgt... seharian pegi juga gk habis keliling;0
https://lh3.googleusercontent.com/a-/ALV-UjXobDBvbB-2xxxViYFuM0L7FmSzcvZ2sEp_tLMgWpZgGg=w45-h45-p-rp-mo-ba3-br100;Satriyo Restu Adhi;1;1;1;1;1;5;2 bulan lalu;Salah satu tempat hiburan belanja terlengkap di Kota Bandung. Tersedia brand dari yang low end hingga high end. Kalau di akhir pekan mungkin akan sulit mencari parkir bagi kendaraan roda 4, namun terdapat area parkir di sekitar pvj yang terkoneksi;0
https://lh3.googleusercontent.com/a/ACg8ocKIgfhi2FIAaqPw-03LlszhD0taUQJj3zAnIh1ZgvQs=w45-h45-p-rp-mo-ba5-br100;Ernst Siregar;1;1;1;1;1;5;2 bulan lalu;Icon kota bandung khususnya untuk fashiom di daerah Setiabudi;0
https://lh3.googleusercontent.com/a/ACg8ocJBrUjrF9jZ9-08PD36kj65B-BZNGwVe3dXKXrIEBw7vos=w45-h45-p-rp-mo-ba2-br100;Civa Silvia M;1;1;1;1;1;5;2 bulan lalu;Paling seneng kalo ke PVJ makan di Restoran ZUKI SUKI, menu nya berpariasi harganya worth it kualitasnya premium dari suki yg lain, ice skating seru bgt apalagi taman taman nya 🥰 …;0
https://lh3.googleusercontent.com/a-/ALV-UjXciSVUwYUefN5SZU14QX0ieBUiSEKg-ay5gCYLSSZMLqo=w45-h45-p-rp-mo-ba3-br100;Aryanti Story;1;1;1;1;1;5;2 bulan lalu;Kesini rencana mau ke Tom sushi.. tapi antrinya dah panjang.. ga jadi deh.. mampir ke KKV aja.. parkir Mobil kalo weekend sering penuh.. apalagi jam makan siang..;0
https://lh3.googleusercontent.com/a-/ALV-UjUK3cHgywSg_cOnP_QS9HQHRQlIvHQSzSuwdLACkAQB7g=w45-h45-p-rp-mo-ba4-br100;Danial Gamer;1;1;1;1;1;5;2 bulan lalu;Saya nonton bersama teman teman saya di bioskop PVJ, tempatnya nyaman fasilitasnya sudah terlengkapi mosola dll.;0
https://lh3.googleusercontent.com/a-/ALV-UjX61pYT-Lnzk8inRu_CG_xYoMdn1H12dfC7P98JMMTffgY=w45-h45-p-rp-mo-ba3-br100;Priscilla Lie;1;1;1;1;1;5;2 bulan lalu;basement ny bau , tapi klo dalam ny sih nyaman , buat tempat halaman utk anjing dong yg pakai pagar;0
https://lh3.googleusercontent.com/a-/ALV-UjVGjhfiXwdX6Xw8LAl-wZOCow7Os2NOa_RK4XfyXEckHAWO=w45-h45-p-rp-mo-ba6-br100;Aam Nurtaqwani;1;1;1;1;1;5;2 bulan lalu;Salah satu pusat perbelanjaan terbesar di kota Bandung. Parkir sangat luas. Fasilitas lengkap, semua ada disini..;0
https://lh3.googleusercontent.com/a-/ALV-UjWbbduAHqfVT6A8ICW6x3FQNhLgd-FrQgqeMNMFR7VuJV73=w45-h45-p-rp-mo-ba7-br100;Sg. Purnomo;1;1;1;1;1;5;2 bulan lalu;280923. Bagi saya, ini salah satu Life Style Mall terbaik di Indonesia. Merk super premium (Rolex etc) bisa berbaur dengan elegant dengan brand lokal. Makanan worldwide chain berdampingan dengan makanan UMKM. Produk untuk orangtua dan untuk …;0
https://lh3.googleusercontent.com/a-/ALV-UjWoyVBfp6Unqn4VMZe9Vy3Pt8lQutxelyuTatSJfKMqUN0=w45-h45-p-rp-mo-br100;Feri Setiawan;1;1;1;1;1;5;2 bulan lalu;Pelayanan Ramah , Dan Barang Juga Komplit;0
https://lh3.googleusercontent.com/a/ACg8ocJpC0M1NPL9EeDO8TpHcZbMd2NA5H8vS07omoth0TkE=w45-h45-p-rp-mo-br100;Agustri Heryanto;1;1;1;1;1;5;2 bulan lalu;Alhamdulillah tempat yg nyaman yg segalanya ada...mantap PVJ terus dan kembangkan segalanya agar warga Bandung tetap banggakan PVJ...👍👍🙏🙏 …;0
https://lh3.googleusercontent.com/a-/ALV-UjXy2p46QgFW_0YZhs8-0REbLVOkdGD6Kxzn9aJqxMML_FQ=w45-h45-p-rp-mo-br100;achdiat primatama;1;1;1;1;1;5;2 bulan lalu;tempatnya bagus,  nyaman banget sampe suka lupa jalan pulang haha;0
https://lh3.googleusercontent.com/a/ACg8ocJko_BY-4ZiYtViE5p-yz6IVbwa4hZBsjHA_QtjoM04=w45-h45-p-rp-mo-br100;Topik Puji;1;1;1;1;1;5;2 bulan lalu;Masih oke lah... Dengan berbagai mall baru di Bandung, PVJ masih jadi idola kami;0
https://lh3.googleusercontent.com/a-/ALV-UjXre_fpJ4dhXaqI2bMzq4o7r7M2XaE5kFMOlsOIXy_-i8PD=w45-h45-p-rp-mo-ba5-br100;Anisah Nur Ismayanti;1;1;1;1;0;4;2 bulan lalu;Haii sobat shopaholic. Kali ini aku mau berbagi review tentang Mall Paris Van Java Bandung. Lokasinya terletak di daerah Jl. Sukajadi No.131-139, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat. …;6
https://lh3.googleusercontent.com/a-/ALV-UjWDKPpqvBndgbwUPm7n6imuMAuUp-JqvMIQWff_Dk9n5yYa=w45-h45-p-rp-mo-ba3-br100;Kimberly Lauw;1;1;1;1;0;4;2 bulan lalu;Tempatnya cukup nyaman mau cari apa juga lengkap cuma karena semi outdoor jadi agak panas kalo kesini siang siang, banyak pameran menarik dan event event seru juga, kalau weekend lumayan padet sih tapi masih cukup nyaman, payment parkir harus cashless;0
https://lh3.googleusercontent.com/a-/ALV-UjXIXB8O-2ksR9RFUHsVCb-Cw5r9LUQvHfur-1OxI9VcfZE=w45-h45-p-rp-mo-ba4-br100;Mauly Arla;1;1;1;1;0;4;2 bulan lalu;baru pertama kali kesini, tempatnya bagus dan luas cocok untuk bermain, makan, nongkrong, namun disini tidak ada supermarketnya;0
https://lh3.googleusercontent.com/a-/ALV-UjVUL2FzmcD02kU2J7209uryYnkgdk4PcDS7trOIPYLC_s0=w45-h45-p-rp-mo-ba5-br100;agustinus “zags” hermulianto;1;1;1;1;0;4;2 bulan lalu;Mall nya luas dan banyak toko fashion, sepatu serta makanan dan minuman. Lahan parkir yang disediakan juga luas. Ada mushalla di lantai ground.;0
https://lh3.googleusercontent.com/a-/ALV-UjVxOUAdRvIzM7vhTckFDYYJE2dgVbK1ml1QikgjUSUjR80=w45-h45-p-rp-mo-ba4-br100;wayang wong;1;1;1;1;0;4;2 bulan lalu;Mall yang ikonik di bandung. Ada parkir di basemen dan tempat parkir luar yang cukup luas (taping emoney, untuk buka gate portal parkir bukan sensor tangan atau tombol ya tapi taping emoney). …;0
https://lh3.googleusercontent.com/a-/ALV-UjXwR9UW8fDH7PAZvJLmem3s1MeplsPIYsaPdjiIxXdGUrs=w45-h45-p-rp-mo-ba4-br100;Thya Aristha;1;1;1;1;0;4;2 bulan lalu;Ada taman & air terjun buatan di roof top nya. Ada kebun bunga matahari cukup bayar 10rb /org udh bsa fto2 ala kebun bunga. Ada feeding animal juga byr 55rb klo gak salah. Lupa kefoto. Mall nya asik, estetik bgt spot foto & modern bgt;0
https://lh3.googleusercontent.com/a-/ALV-UjXChdr9eRbgVVdRXZjqkbbUCxC5W-Bxwa14jdnw4DyRq2JQ=w45-h45-p-rp-mo-ba3-br100;陳昤燊Sutisno;1;1;1;1;0;4;2 bulan lalu;Pvj, enak buat jalan-jalan, namun kekurangannya menurut saya pribadi :;0
https://lh3.googleusercontent.com/a-/ALV-UjU1NiE9Nq7ENMUVxOVUdVnSbQli0NG_2SxaqUnFa_q1kw=w45-h45-p-rp-mo-ba4-br100;Erwan Erwan;1;1;1;1;0;4;2 bulan lalu;Gedung parkirnya kurang enak sempit utk naik turun nya, mall nya cukup baik, lebih banyak pilihan makanan dan fashion, lantai nya kurang nyaman tidak rata, ada naik turun sedikit atau miring sedikit;0
https://lh3.googleusercontent.com/a-/ALV-UjWxFnZwX1kZJiMb-xCFBb1WoKIAaXYwFQdY2JUt98SYYTE=w45-h45-p-rp-mo-ba3-br100;Naimah Putri Kamila;1;1;1;1;0;4;2 bulan lalu;Sirkulasi dalam mall kurang jelas, penamaan tiap lantainya sulit dihapal, lokasi toilet dan musholla tidak strategis.;0
https://lh3.googleusercontent.com/a/ACg8ocLHNHuScDGb2-sUrlqmljloZl0DvOM1WeMAzyGuCPO0=w45-h45-p-rp-mo-br100;Exordial OT9;1;1;1;1;0;4;2 bulan lalu;Konsep mallnya sy suka, cuman sayangnya musholanya tidak tersedia di setiap lantai, jd agak ribe.;0
https://lh3.googleusercontent.com/a/ACg8ocIvAWjkZny7iSyFTHiQOMV4cbRgKGHReDrtGQnge9ulVA=w45-h45-p-rp-mo-ba4-br100;Hanifa Muslimah;1;1;1;1;0;4;2 bulan lalu;Salah satu musholla ada di belakang hnm, masuk aja ke hnm lurus terus ke belakang, deket parkiran. Mall elit mushollanya mungkin  bisa lebih diperbaiki lagi;0
https://lh3.googleusercontent.com/a-/ALV-UjV51GZ2FM-6h9mZbLa0F37A6NxlWn7e2ifM_u7krKX2xP8=w45-h45-p-rp-mo-ba6-br100;Yudhia Nugraha;1;1;1;1;0;4;2 bulan lalu;Mall yg selalu ramai, banyak tenant yg baru. Harga diatas mall2 yg lain, tp klo cari kualitas bisa menjadi salah satu reference;0
https://lh3.googleusercontent.com/a-/ALV-UjWid-kH9QczjTH6nwzwfFFzaMoIsCPWd8STY9OntT6oi-MV=w45-h45-p-rp-mo-br100;M Alfian Tito Rizqi;1;1;1;1;0;4;2 bulan lalu;Secara kelengkapan mall nya mantap dari fashion, food dll lengkap, tetapi untuk informasi fasilitas dan rambu evakuasi minim sekali.;0
https://lh3.googleusercontent.com/a/ACg8ocK6anpmJAESDpqGmVeHZvfzDrZg9tR6n4FbSP6chke_=w45-h45-p-rp-mo-ba4-br100;Sukito Bandung;1;1;1;1;0;4;2 bulan lalu;Cukup baik tp masih perlu di tingkatkan lg masalah macet di jalan dan kebersihan;0
https://lh3.googleusercontent.com/a/ACg8ocLZl6dCHKFx6XFSCAyPn-DpAXTh5_b4y17Qp4M78omn=w45-h45-p-rp-mo-br100;Rizky Rachyan;1;1;1;0;0;3;2 bulan lalu;Mal nya lebar ke samping, kemana-mana jauh, terus panas banget mallnya;0
https://lh3.googleusercontent.com/a-/ALV-UjW_6oo4SRFs4olojscRgofsWOq8x2MrcSM22RMVo29irxk=w45-h45-p-rp-mo-br100;wafda nadhira;1;1;1;0;0;3;2 bulan lalu;Untuk pihak BM mungkin bisa diperhatikan lagi jumlah toilet dan kondisi toilet nya;0
https://lh3.googleusercontent.com/a-/ALV-UjX38G1TTaxZVzxneAVR9amA8rnCmlmUpV1jbj4Cv9hTOA=w45-h45-p-rp-mo-ba4-br100;riri Wahyudi;1;1;1;0;0;3;2 bulan lalu;Bagus, sdh bnyk yg dagang ..tp tempat shalatnya msh blm memadai;0
https://lh3.googleusercontent.com/a/ACg8ocLbKSYh8x7AKAGg0TYwKVR1vby9q5q08rb9Rcu45DI6=w45-h45-p-rp-mo-br100;El Ul96;1;0;0;0;0;1;2 bulan lalu;Mall terburuk di kota bandung, untuk Mall sebesar ini, tapi jarak kamar mandi hanya 1 perlantai, sangat jauh sekali.;0
https://lh3.googleusercontent.com/a/ACg8ocLKbDrkzhIuHP0jP2JL3Fnroctf08YYv3ZKwLKrMKfC=w45-h45-p-rp-mo-br100;siane wijaya;1;0;0;0;0;1;2 bulan lalu;"Saya beli kaos harga normal 99.900 seperti tidak niat utk melayaninya. Terus smpe kasir bilang kembalian ga ad, pokoknya pelayanan bener"" parah. Beli kaos 100rb jg ga murah! Situ juga dpt gaji dri pembeli! Ga niat ngelayani ya ga ush kerja mas!!";0
https://lh3.googleusercontent.com/a-/ALV-UjWpBLdwh_O0-03Gg48COOtuiDNaiZw1byEFcRcrAy548g=w45-h45-p-rp-mo-ba4-br100;Riyadi sugeng;1;0;0;0;0;1;2 bulan lalu;Tempat parkir di bagian basement tidak ada petugas yang memberikan petunjuk parkir yang kosong atau membantu.;0
https://lh3.googleusercontent.com/a-/ALV-UjU3lLOhxzKWTWlppWE0o5d5FaHpsNWUhEsOvfJ6yfQQCyg=w45-h45-p-rp-mo-ba6-br100;Agis Baswara;1;1;1;1;1;5;2 minggu lalu;Kesini ada acara edu fair. Cari sekolah buat anak sekalian jalan-jalan. Ada Darul Hikam disini. Mallnya bagus dan luas. Ada air terjun di SL. Mushola lantai dasar selalu penuh. Mushola di SL kosong harus pakai Lift ke P12.;0
https://lh3.googleusercontent.com/a-/ALV-UjVSdAp0i4Z0DQIcHhsql-HzsQnDh73z-gx4BuDrNjGwDDY=w45-h45-p-rp-mo-ba4-br100;Markonel _Jt;1;1;1;1;1;5;2 minggu lalu;Menyenangkan buat refreshing bersama keluarga... Cuman macet banget mau menuju dan keluar dr sana.. Apalagi pas weekend;0
https://lh3.googleusercontent.com/a-/ALV-UjVd-FHOPU6prthKidRjpexcqxJQ9xJiH0gKvixxVcssLg=w45-h45-p-rp-mo-ba4-br100;Herfan Rusando;1;1;1;1;1;5;2 minggu lalu;satu di antara banyak mall di Bandung..;0
https://lh3.googleusercontent.com/a/ACg8ocLOJLcqmVwPtD8V85IcnKittPcbIfPlSmIG2ApqalpJ=w45-h45-p-rp-mo-ba4-br100;Ang Fie Min;1;1;1;1;1;5;2 minggu lalu;Surga belanja dan kuliner bagi pecinta shoping dan kuliner. Di sebelah atas bangunan, ada waterfall juga lho. Menarik untuk spot foto dan mencari udara segar karena efek waterfall.;0
https://lh3.googleusercontent.com/a-/ALV-UjXpRcC_ozc-Rsg0Z9ld6LYq3uB4vCqzdYBcP7xTdTkeIiI=w45-h45-p-rp-mo-ba5-br100;Hadi Rismansyah;1;1;1;1;1;5;2 minggu lalu;Bagus, hanya parkiran kurang banyak pohon peneduh, bikin parkiran jadi sejuk suasananya tidak panas gersang;0
https://lh3.googleusercontent.com/a-/ALV-UjXsZFz8jSK-gEpUYzu2Y1SFL4aPLmHnCKYBCzEnE2QUL7k=w45-h45-p-rp-mo-ba4-br100;Sri Mega Wulandari;1;1;1;1;1;5;2 minggu lalu;Mall yang luas.;0
https://lh3.googleusercontent.com/a-/ALV-UjUR6a9O1CnVPt0TPC3Udq53rjy8AbLufzC6iD8Jz4BIfA=w45-h45-p-rp-mo-br100;Kania Aulia;1;1;1;1;1;5;2 minggu lalu;Berasa liat dunia lain. Bener22 everything you need is here 😭 …;0
https://lh3.googleusercontent.com/a-/ALV-UjVUBi5eOVxEbjqP4x-uf5ZvvSE8GZHWVHmA-0A5Qyd6nhaa=w45-h45-p-rp-mo-ba4-br100;Auliyaa Arshed;1;1;1;1;1;5;2 minggu lalu;Rame banget mall nya. Parkiran luas. Tersedia area outdoor. Tenant juga lengkap. Family friendly.;0
https://lh3.googleusercontent.com/a-/ALV-UjVMW00_04Ye_KlmlPrzWN_TMMTD-xj1AvsJ6iKq6GG6716q=w45-h45-p-rp-mo-ba4-br100;ZOE;1;1;1;1;1;5;2 minggu lalu;nasi goreng pedas cikur nya enak banget 👌🏻;0
https://lh3.googleusercontent.com/a-/ALV-UjXFZ_5POCxJXCuIwuN_IBqNT1M6DzhHOo8jYPAZp_RfONrf=w45-h45-p-rp-mo-br100;Nurulw **;1;1;1;1;1;5;2 minggu lalu;Tempatnya lucu seru. Ada KKVnya wkwkwk;0
https://lh3.googleusercontent.com/a-/ALV-UjW0Y5bRycDMo4MlO3BMHxM2ltpXGWh-sWRvDF7lkhGtvOE=w45-h45-p-rp-mo-ba2-br100;Eryaldi Putra Yudensi;1;1;1;1;1;5;2 minggu lalu;Parkir untung untungan kadang cepet dapet kadang susah harus selap selip untuk motor, wc nya kurang jauh;0
